,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
12,0.533,0.332,183.791,0.0473,0.429,3.66e-06,0.443,222813,-5.956,0.596,2DNXgvkyv35vTWvdgjs7qn,1
13,0.754,0.0965,89.998,0.0966,0.343,2.6e-06,0.779,174733,-4.358,0.883,0k5hoseEJnCAbpRh38dNoI,1
14,0.905,0.0593,173.982,0.0733,0.0984,0.00019,0.583,226827,-6.132,0.646,2vz1CsL5WBsbpBcwgboTAw,1
15,0.938,0.0823,133.96,0.0351,0.00297,0.0,0.546,147040,-2.96,0.881,0JsyYwcVC0PwaCewYnEBYJ,1
16,0.824,0.0888,118.818,0.0453,0.207,0.000307,0.709,291293,-8.824,0.867,2tUBqZG2AbRi7Q0BIrVrEj,1
17,0.954,0.0555,178.043,0.0476,0.00414,0.0,0.425,243160,-3.756,0.933,0Ph6L4l8dYUuXFmb71Ajnd,1
18,0.977,0.13,126.011,0.134,0.015,0.0,0.507,233620,-2.845,0.34,6neF3KiuooS7xcTtj18PRL,1
19,0.747,0.339,98.03,0.149,0.276,0.0,0.829,191607,-3.511,0.576,2X8AGLwb9F0JzJ9zT27a22,1
20,0.799,0.0643,122.018,0.0347,0.0357,0.417,0.705,303627,-4.776,0.658,5b1je14Oz92lpIlIMLieWw,1
21,0.338,0.248,177.765,0.0329,0.652,3.73e-06,0.388,303373,-10.054,0.478,2RlgNHKcydI9sayD2Df2xp,1
22,0.896,0.0671,125.571,0.037,0.00106,0.0,0.587,234187,-4.178,0.721,0qo9Q7ovei8Yqul3zbHX4h,1
23,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,2grjqo0Frpf2okIBiifQKs,1
24,0.741,0.347,168.902,0.0365,0.0035,2.91e-06,0.346,223718,-5.578,0.359,74kqTZLnGoPtCwGecA37Xi,1
25,0.887,0.124,134.052,0.0503,0.0573,2.87e-06,0.807,187920,-3.726,0.961,5jE48hhRu8E6zBDPRSkEq7,1
26,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,1
27,0.882,0.13,120.016,0.0311,0.00296,0.0544,0.699,196813,-3.896,0.657,6jg5SRvdGxvJ0DzNV0UqEK,1
28,0.624,0.104,92.984,0.0929,0.325,0.0,0.765,189080,-4.932,0.277,4dLIAE3xbJLoiIBbKkZWJk,1
29,0.732,0.157,110.011,0.0508,0.0305,0.0,0.77,222680,-4.601,0.889,3JTjLyrnevl9ASw3ayGO2P,1
30,0.727,0.123,102.322,0.0353,0.139,0.0,0.669,243493,-7.588,0.807,6xkryXuiZU360Lngd4sx13,1
31,0.795,0.124,172.564,0.0444,0.00482,5.37e-05,0.498,207307,-5.992,0.762,0aqRkWPAL9BGCvvdSiXaE9,1
32,0.779,0.101,173.799,0.0779,0.112,0.000373,0.468,217747,-4.839,0.26,1yvMUkIOTeUNtNWlWRgANS,1
33,0.856,0.065,127.993,0.0605,0.192,0.0,0.757,234667,-4.494,0.764,3qaHzxjNtFU7QiEuhGx70x,1
34,0.782,0.317,79.427,0.185,0.375,0.0,0.655,184227,-4.789,0.832,3cU2wBxuV6nFiuf6PJZNlC,1
35,0.802,0.163,113.796,0.0917,0.0273,0.0,0.668,225789,-4.005,0.769,6sZo5nJIsFWXefRCCexpx0,1
36,0.546,0.0656,137.027,0.295,0.153,0.0,0.838,206533,-6.811,0.745,51LIqkda3pTeECZUhMnool,1
37,0.651,0.105,97.923,0.0324,0.292,0.00241,0.692,254560,-8.267,0.706,0bRXwKfigvpKZUurwqAlEh,1
38,0.888,0.0888,100.975,0.0293,0.013,2.23e-06,0.649,208467,-4.807,0.553,2lwwrWVKdf3LR9lbbhnr6R,1
39,0.518,0.104,151.891,0.0897,0.223,0.0,0.815,177667,-6.594,0.877,0uI7yAKUf52Cn7y3sYyjiX,1
40,0.749,0.604,94.103,0.0886,0.0848,0.0,0.652,267413,-5.248,0.651,1z6WtY7X4HQJvzxC4UgkSf,1
41,0.906,0.299,118.024,0.0321,0.0107,0.0,0.614,172314,-4.484,0.755,0v7T0g9Uh8LE1x2oOD7f9X,1
42,0.713,0.157,102.005,0.0654,0.0246,2.74e-05,0.751,187095,-5.846,0.474,0ZERGmkfuDSrLaIzEGFdiH,1
43,0.729,0.245,169.998,0.138,0.274,0.0,0.659,153500,-6.436,0.722,5phuEZAscX7xyQgvxyLKir,1
44,0.791,0.0669,95.026,0.0317,0.262,0.000154,0.765,206227,-5.707,0.966,2TTYIwTM2iLC1YOyHuhRMt,1
45,0.748,0.447,118.852,0.0363,0.127,0.0,0.5,250987,-9.072,0.514,4bHsxqR3GMrXTxEPLuK5ue,1
46,0.48,0.108,101.993,0.0492,0.28,0.000782,0.843,180493,-11.574,0.762,2BydLQAh7CUIFvSEqAMc4x,1
47,0.784,0.125,114.93,0.133,0.15,0.0,0.761,161880,-4.977,0.691,0Yc0ziTsyjahYqlWXVXlTU,1
48,0.81,0.594,164.062,0.118,0.235,0.00396,0.72,189004,-6.618,0.893,1sSL9TPiaJ70iBOdGWEDuL,1
49,0.883,0.383,119.081,0.0448,0.0546,0.0,0.562,214773,-2.538,0.726,2oedUBDUmEwbmNnC2HJJn8,1
50,0.633,0.167,115.01,0.0683,0.127,0.0,0.448,206267,-5.451,0.326,4mFiHJd655dutwtNEBsn9g,1
51,0.548,0.184,127.508,0.0503,0.0363,6.83e-05,0.83,212947,-11.132,0.98,5MztBRRywrACJFq8tPNanu,1
52,0.762,0.0574,119.003,0.0351,0.461,0.0,0.676,207493,-4.172,0.81,3VA8T3rNy5V24AXxNK5u9E,1
53,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,1
54,0.8,0.0822,100.011,0.0399,0.00584,0.0,0.706,259333,-6.333,0.629,3U5JVgI2x4rDyHGObzJfNf,1
55,0.9,0.0685,100.721,0.0874,0.0884,0.063,0.682,179499,-5.028,0.937,3jfZ9M23l0L7RxzYMTgBTv,1
56,0.705,0.141,100.669,0.0357,0.18,0.0,0.701,232960,-6.18,0.71,6HcQZfMrw3KwGyzrKw1Pjy,1
57,0.565,0.0811,116.61,0.0271,0.124,0.0,0.626,233507,-10.027,0.924,6tunhVGD8C05MZNjSVIsjw,1
58,0.707,0.143,125.005,0.0595,0.181,3.68e-06,0.721,158206,-6.364,0.743,2aPTvyE09vUCRwVvj0I8WK,1
59,0.692,0.0864,116.959,0.0259,0.0157,0.0,0.609,233720,-2.958,0.454,2eAvDnpXP5W0cVtiI0PUxV,1
60,0.833,0.3,124.984,0.0417,0.00853,0.00131,0.637,165120,-5.026,0.251,4fytEaLJpb67c6iq1xUG8e,1
61,0.382,0.411,116.557,0.0309,0.0422,4.74e-06,0.487,261280,-10.889,0.714,1H5IfYyIIAlgDX8zguUzns,1
62,0.791,0.157,102.071,0.124,0.0384,0.0,0.72,175427,-4.689,0.756,2Dz8KeCYs9awlwUJStJlmh,1
63,0.622,0.33,139.927,0.0967,0.0684,0.0,0.842,140733,-5.437,0.587,6eVM9lCmIqwGTUOoeH61Lu,1
64,0.805,0.172,91.999,0.0632,0.531,0.0,0.631,147391,-2.646,0.906,4gtkHMuEMhysN6ZitUSRBf,1
65,0.655,0.035,114.503,0.102,0.114,0.00016,0.775,323253,-7.333,0.346,44CZRkOxv7UItaAUmh8PgN,1
66,0.709,0.029,122.019,0.0838,0.0048,0.0,0.7,202960,-5.006,0.624,1gv4xPanImH17bKZ9rOveR,1
67,0.837,0.289,120.028,0.142,0.0991,0.0,0.755,199693,-2.718,0.714,0HPD5WQqrq7wPWR7P7Dw1i,1
68,0.551,0.244,90.005,0.0363,0.151,0.0,0.7,140086,-6.699,0.737,4bh2jy0vLIrXE1Cnq2u8gG,1
69,0.77,0.112,135.018,0.0335,0.109,0.0,0.736,209516,-6.477,0.837,3Q7o2zzvXj7QiSCumjBpvu,1
70,0.795,0.296,109.994,0.105,0.00988,2.79e-06,0.868,167360,-4.035,0.925,1aRcazIFzvRrybZXVdFT1M,1
71,0.571,0.0912,105.049,0.0439,0.0558,0.0,0.575,197947,-7.906,0.449,4NBTZtAt1F13VvlSKe6KTl,1
72,0.861,0.209,111.011,0.0411,0.049,0.0,0.781,156633,-6.893,0.711,59QI3gSnv576kHyV4Jqt36,1
73,0.867,0.78,179.941,0.041,0.21,0.0,0.492,199605,-2.404,0.734,1nNfkK3cfckAyTmNRk1b60,1
74,0.607,0.191,81.001,0.1,0.0267,0.000307,0.684,195373,-8.127,0.498,0JXXNGljqupsJaZsgSbMZV,1
75,0.783,0.18,104.993,0.0368,0.0285,0.00164,0.636,163429,-6.949,0.678,4h83bb7xRzB7Qo735CjLMH,1
76,0.583,0.127,110.974,0.0353,0.19,0.00103,0.829,148869,-8.586,0.765,1cxPOIEirHd43X5qeGebUY,1
77,0.633,0.201,159.906,0.0441,0.0429,0.0,0.482,174944,-6.108,0.378,76ZRoeAgtae628jiFYDLCT,1
78,0.751,0.175,89.97,0.0905,0.0157,0.0,0.813,198295,-2.932,0.661,4hM1rUoUrthsX8D4BH74MO,1
79,0.689,0.062,176.087,0.368,0.391,0.0,0.764,161159,-5.286,0.779,1XzihhvRzOHYmVImIZ9g8Q,1
80,0.748,0.394,130.03,0.0443,0.000687,0.0,0.56,195825,-6.845,0.293,1P3w91ud5pF4JO80730Mra,1
81,0.645,0.184,142.07,0.0643,0.0836,2.26e-06,0.778,168421,-6.374,0.558,16k7sLX58uNRKuueVzG6jy,1
82,0.929,0.102,170.017,0.0966,0.0527,3.54e-05,0.427,202676,-7.211,0.558,75iRM5xxTcvrq1bjhFdFCQ,1
83,0.678,0.101,103.952,0.0324,0.0151,5.71e-06,0.693,228267,-7.159,0.404,6oJ6le65B3SEqPwMRNXWjY,1
84,0.823,0.108,192.205,0.311,0.00144,0.0,0.457,230733,-4.76,0.578,1QNqrsNQ1JVLEwncov3lEY,1
85,0.438,0.0764,175.139,0.0529,0.064,0.0,0.424,144893,-15.192,0.924,6fvIzrJ6boUDFF19fH4S2s,1
86,0.661,0.256,130.009,0.0687,0.15,0.0,0.762,225373,-6.075,0.769,1hGy2eLcmC8eKx7qr1tOqx,1
87,0.801,0.328,160.547,0.0565,0.691,0.0,0.458,159853,-7.83,0.93,7FS541dJh3iQAEXEZoDhE6,1
88,0.569,0.046,167.202,0.0552,0.261,0.308,0.737,190707,-6.702,0.912,2dlEdDEmuQsrcXaAL3Znzi,1
89,0.573,0.0607,81.548,0.0423,0.271,0.0,0.62,231333,-11.893,0.897,0ikz6tENMONtK6qGkOrU3c,1
90,0.531,0.249,78.946,0.0364,0.457,0.0,0.65,258133,-8.335,0.487,2aBxt229cbLDOvtL7Xbb9x,1
91,0.911,0.348,117.147,0.0417,0.0557,5.54e-06,0.661,334187,-6.571,0.919,0pBhA8yQ5FUKyQG13x2Qmh,1
92,0.868,0.129,121.82,0.106,0.088,0.124,0.647,242240,-6.427,0.804,3pf96IFggfQuT6Gafqx2rt,1
93,0.72,0.258,94.019,0.157,0.191,0.0,0.833,192757,-4.951,0.357,5epkD1MXbSjJTvQexDE3Q9,1
94,0.676,0.0831,113.98,0.0263,0.0807,0.0,0.636,208760,-3.442,0.273,2tznHmp70DxMyr2XhWLOW0,1
95,0.943,0.653,129.002,0.043,0.0736,0.0,0.696,194867,-2.962,0.832,3CSpzkoL1XgDBZ1q9aDCUV,1
96,0.957,0.291,159.977,0.0634,0.00162,0.000617,0.426,174933,-5.552,0.888,4VRJfWj7cNKivIggXeje8z,1
97,0.512,0.0946,76.899,0.0503,0.234,0.0,0.574,484147,-6.664,0.512,4rHZZAmHpZrA3iH5zx8frV,1
98,0.884,0.0813,161.046,0.0365,0.00249,0.0,0.446,178733,-4.133,0.351,65QBQE5Gb4OAIRZ4VHhl4f,1
99,0.822,0.0908,160.019,0.183,0.219,0.0,0.647,232720,-4.662,0.962,60nZcImufyMA1MKQY3dcCH,1
0,0.681,0.0233,114.989,0.0888,0.00966,5.71e-05,0.853,270627,-5.003,0.93,4rmPQGwcLQjCoFq5NrTA0D,1
1,0.82,0.3,118.208,0.0805,0.261,0.0,0.547,172867,-6.728,0.933,6Ac4NVYYl2U73QiTt11ZKd,1
2,0.715,0.107,107.041,0.04,0.258,0.0568,0.72,193813,-4.652,0.357,5LYMamLv12UPbemOaTPyeV,1
3,0.821,0.153,174.923,0.0539,0.0102,0.0438,0.551,137760,-4.489,0.842,5dKBaysNJtfpyNTRa5lqDb,1
4,0.825,0.0674,102.977,0.0601,0.00883,0.0,0.702,203064,-3.787,0.915,5nujrmhLynf4yMoMtj8AQF,1
5,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,1
6,0.869,0.0678,109.902,0.037,0.0116,0.173,0.596,238733,-11.97,0.944,05wIrZSwuaVWhcv5FfqeH0,1
7,0.846,0.0486,87.981,0.22,0.00614,0.0,0.737,143901,-4.51,0.546,0e8nrvls4Qqv5Rfa2UhqmO,1
8,0.849,0.0414,124.631,0.0452,0.641,7.74e-06,0.482,155227,-9.198,0.937,4Z1fbYp0HuxLBje4MOZcSD,1
9,0.786,0.497,97.54,0.0377,0.0349,0.00767,0.635,241547,-6.46,0.305,7zkDEBSxkcBVsStS4qBFpK,1
10,0.714,0.15,131.443,0.0401,0.352,0.0,0.768,163026,-5.11,0.842,4h4QlmocP3IuwYEj2j14p8,1
11,0.876,0.677,156.291,0.187,0.0175,0.0114,0.566,209447,-4.6,0.642,2RknY4IqSPwagR0v5wchIW,1
12,0.731,0.151,101.654,0.0379,0.431,0.0,0.484,204280,-6.694,0.51,3JvrhDOgAt6p7K8mDyZwRd,1
13,0.79,0.165,131.177,0.059,0.139,0.00669,0.679,251533,-6.934,0.369,6VwkgtOIlVboseFPCFnyJ2,1
14,0.705,0.12,110.97,0.0284,0.259,8.92e-05,0.764,208667,-3.463,0.781,3DarAbFujv6eYNliUTyqtz,1
15,0.928,0.0988,148.03,0.0759,0.00113,0.0,0.351,222076,-3.71,0.239,0eGsygTp906u18L0Oimnem,1
16,0.83,0.191,113.03,0.0751,0.0123,0.0,0.666,236002,-5.715,0.702,6JV2JOEocMgcZxYSZelKcc,1
17,0.651,0.489,81.397,0.048,0.144,0.0,0.586,223067,-10.16,0.901,6ZEAXknmx2mrO3KgcDNpFI,1
18,0.626,0.183,82.488,0.0805,0.125,0.0,0.731,173640,-6.919,0.862,51PSUD2YHjPyAy3jnkaoy7,1
19,0.838,0.418,113.373,0.11,0.0832,0.0,0.742,188240,-6.442,0.848,3v8PlUFGQQDBIk1J86waCo,1
20,0.811,0.101,116.047,0.038,0.0426,1.07e-06,0.794,248413,-8.966,0.862,2Foc5Q5nqNiosCNqttzHof,1
21,0.8,0.359,134.002,0.0504,0.127,0.0,0.714,211560,-4.808,0.589,3Wrjm47oTz2sjIgck11l5e,1
22,0.712,0.211,98.023,0.046,0.132,0.0,0.694,201122,-3.923,0.799,1rIKgCH4H52lrvDcz50hS8,1
23,0.62,0.253,86.327,0.0594,0.64,6.36e-05,0.32,448720,-9.686,0.472,6lFZbCc7pn6Lme1NP7qQqQ,1
24,0.68,0.178,97.985,0.0431,0.0171,0.0,0.703,210384,-6.118,0.536,6w8ZPYdnGajyfPddTWdthN,1
25,0.675,0.293,124.908,0.049,0.261,1.4e-06,0.784,224053,-7.718,0.854,6RT3PxDEQOa7m6tK502DNa,1
26,0.692,0.324,116.017,0.0431,0.0412,7.24e-05,0.874,178560,-5.28,0.937,55h7vJchibLdUkxdlX3fK7,1
27,0.783,0.0803,99.992,0.0444,0.232,0.00886,0.818,162267,-6.534,0.819,1YrC8s6yZWw23QxW6rfM9f,1
28,0.697,0.333,94.996,0.0401,0.182,0.0,0.756,206071,-6.377,0.956,0QBzMgT7NIeoCYy3sJCof1,1
29,0.686,0.274,193.667,0.0325,0.18,2.66e-06,0.525,150126,-8.879,0.91,5olYKlNYCELRBQzxQ6Tr1V,1
30,0.797,0.26,120.041,0.0533,0.00543,0.00137,0.611,218107,-7.627,0.518,2GiJYvgVaD2HtM8GqD9EgQ,1
31,0.816,0.335,95.39,0.0465,0.122,0.0,0.548,174000,-4.209,0.557,6UelLqGlWMcVH1E5c4H7lY,1
32,0.163,0.0688,69.283,0.165,0.881,7.62e-05,0.681,292400,-22.597,0.771,5YbgcwHjQhdT1BYQ4rxWlD,1
33,0.631,0.123,128.977,0.0534,0.305,3.04e-05,0.863,223480,-4.689,0.817,4nK5YrxbMGZstTLbvj6Gxw,1
34,0.531,0.0938,70.469,0.0954,0.331,1.51e-06,0.598,168000,-7.484,0.696,4ZrbWwFHHjPoe7cfUBJ9WQ,1
35,0.525,0.0714,112.022,0.0578,0.183,0.0,0.878,158571,-6.832,0.694,1Cv1YLb4q0RzL6pybtaMLo,1
36,0.87,0.184,124.444,0.0308,0.00361,0.126,0.491,224800,-5.99,0.814,4er8NyQ8cFnZ2b643Tjc44,1
37,0.731,0.311,173.93,0.0557,0.342,0.00101,0.52,167303,-5.338,0.662,4LRPiXqCikLlN15c3yImP7,1
38,0.691,0.268,150.944,0.0435,0.014,0.177,0.601,195944,-7.859,0.863,67E2W74IlpFbSCcm46PZP3,1
39,0.656,0.169,121.112,0.0595,0.0466,0.0187,0.843,215653,-11.184,0.931,6pc8xULSlsMdFB3OrqbvZ4,1
40,0.518,0.104,151.891,0.0897,0.223,0.0,0.815,177667,-6.594,0.877,0uI7yAKUf52Cn7y3sYyjiX,1
41,0.704,0.0884,128.685,0.0402,0.401,0.132,0.896,243696,-12.148,0.98,6W99yGcIH43jskdRA7idD3,1
42,0.622,0.127,99.905,0.224,0.372,0.0,0.537,168777,-6.602,0.729,5EKEYEvTy8GYCDSCgLPUsn,1
43,0.879,0.109,134.064,0.0514,0.0476,1.91e-06,0.811,188754,-3.724,0.962,0ifSeVGUr7py5GggttDhXw,1
44,0.591,0.124,111.676,0.0336,0.289,0.000431,0.541,306320,-6.688,0.116,0cBPuDA3xUjR4Vh9o7CKy8,1
45,0.847,0.336,97.974,0.0385,0.0462,0.0,0.544,184133,-4.794,0.168,24fXShNbufmThxBTWWPfO1,1
46,0.672,0.0688,166.903,0.0637,0.314,5.03e-06,0.635,155333,-6.788,0.895,6pyex9B1kBoRIuabBAc4m8,1
47,0.872,0.103,170.056,0.0977,0.14,3.17e-06,0.498,174185,-6.744,0.553,3jnMhpFIw1rtQh43XnNUxs,1
48,0.895,0.0741,174.987,0.076,0.147,0.0,0.341,237733,-6.66,0.677,4vnYwFOZCVl0bmerWyuzRw,1
49,0.688,0.138,115.035,0.0916,0.061,0.0,0.74,135581,-4.361,0.935,6FfLg6FFqhCsrFOaHIGkg0,1
50,0.484,0.0486,167.084,0.0484,0.13,0.137,0.749,187600,-9.944,0.939,7HX9f8AMBl0vQxAoAzLqhS,1
51,0.607,0.103,91.005,0.0582,0.218,2.34e-05,0.713,171429,-4.388,0.202,0lqtePau02eM0xmOUIZ3uE,1
52,0.338,0.248,177.765,0.0329,0.652,3.73e-06,0.388,303373,-10.054,0.478,2RlgNHKcydI9sayD2Df2xp,1
53,0.869,0.046,122.017,0.0382,0.128,2.2e-05,0.653,197347,-3.725,0.697,03mMSLEJCPoGJwQhHpN5y0,1
54,0.824,0.363,122.221,0.0449,0.0271,0.0152,0.676,187733,-5.752,0.696,4Sqc0kPuZpfI0T2TZBu8JT,1
55,0.598,0.17,112.027,0.0291,0.037,0.0,0.708,203123,-8.365,0.698,2sXf2JdbB2GlNju00kw9WE,1
56,0.822,0.0908,160.019,0.183,0.219,0.0,0.647,232720,-4.662,0.962,5b88tNINg4Q4nrRbrCXUmg,1
57,0.795,0.0717,79.028,0.0504,0.0417,0.000113,0.801,163253,-5.115,0.754,6QgjcU0zLnzq5OrUoSZ3OK,1
58,0.917,0.169,190.757,0.0771,0.0717,0.0,0.32,188360,-5.903,0.715,15tHagkk8z306XkyOHqiip,1
59,0.83,0.261,117.973,0.0632,0.0288,0.0215,0.594,203527,-5.727,0.69,6WP4WTHzaPTCk1QrbRLhgL,1
60,0.824,0.0855,108.625,0.0299,0.403,0.0,0.568,174760,-4.613,0.753,5Ts1DYOuouQLgzTaisxWYh,1
61,0.588,0.149,98.027,0.0924,0.692,0.000104,0.824,209438,-6.4,0.513,2XU0oxnq2qxCpomAAuJY8K,1
62,0.936,0.136,172.43,0.104,0.416,0.000135,0.461,249333,-6.824,0.811,7w4Tbkbx081vRJa8ol56Qf,1
63,0.885,0.086,97.03,0.0436,0.217,0.0,0.675,216667,-4.432,0.768,0KpfYajJVVGgQ32Dby7e9i,1
64,0.745,0.0943,101.018,0.0571,0.0642,0.0,0.893,223413,-3.105,0.872,5bcTCxgc7xVfSaMV3RuVke,1
65,0.801,0.241,103.197,0.0354,0.0209,0.0,0.466,267413,-5.175,0.379,3O0FuEfTpt3Zn6J3pXrXVO,1
66,0.859,0.133,129.912,0.0332,0.266,0.000356,0.793,219920,-3.774,0.964,1dKm4a7TOYFzzTQvU59C59,1
67,0.799,0.269,116.985,0.0342,0.00185,1.08e-06,0.622,182383,-4.811,0.6,7mzPAftljnsFmU6131Pqcd,1
68,0.705,0.158,159.307,0.0375,0.278,1.89e-06,0.548,148277,-10.026,0.964,7sVxvaLH9Bx9YZyBjdRpdQ,1
69,0.525,0.0921,80.87,0.0944,0.44,6.7e-06,0.761,238805,-6.9,0.531,02MWAaffLxlfxAUY7c5dvx,1
70,0.929,0.0931,137.996,0.037,0.0499,1.7e-06,0.556,188893,-3.659,0.842,1hy6Dic0L5SU1XqjhYY1TR,1
71,0.634,0.0678,128.992,0.0289,0.0763,0.0,0.466,194240,-5.3,0.324,5zsvG3RApT8qMVl7673FqF,1
72,0.752,0.0907,187.712,0.0581,0.448,0.00061,0.559,179973,-10.046,0.946,6nzhhT57iQYrbqumru9NNP,1
73,0.632,0.0769,113.682,0.145,0.0126,4.95e-06,0.548,245800,-5.569,0.535,7KdF7Zac5eC9jutk9Qret4,1
74,0.845,0.336,119.48,0.0372,0.0528,0.0,0.639,233373,-3.333,0.871,1FHNctV68GUNLgXclG2DtR,1
75,0.793,0.0951,123.95,0.083,0.0123,0.0,0.793,183290,-4.521,0.679,3PfIrDoz19wz7qK7tYeu62,1
76,0.467,0.0881,101.048,0.12,0.414,0.00304,0.806,156000,-11.021,0.565,68LD8P1989xcYJKZA3aqRV,1
77,0.551,0.0827,131.922,0.0396,0.151,0.0,0.851,219467,-5.177,0.807,66S14BkJDxgkYxLl5DCqOz,1
78,0.726,0.0984,106.979,0.0371,0.14,0.0,0.584,212447,-4.604,0.398,2JVwsN6viHjR9t5pCPQ4Br,1
79,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,1
80,0.743,0.335,108.966,0.0656,0.0995,0.0,0.836,191822,-6.305,0.722,1PckUlxKqWQs3RlWXVBLw3,1
81,0.711,0.116,74.989,0.126,0.439,0.0,0.741,166400,-9.359,0.801,1hmV2cFt3tJfvOc9zwzytY,1
82,0.617,0.109,138.015,0.0287,0.0954,3.23e-06,0.486,242373,-7.115,0.417,1mea3bSkSGXuIRvnydlB5b,1
83,0.868,0.129,121.82,0.106,0.088,0.124,0.647,242240,-6.427,0.804,3pf96IFggfQuT6Gafqx2rt,1
84,0.958,0.101,145.063,0.0543,2.64e-05,0.000245,0.434,209804,-3.558,0.746,2zJGwCm2cqkb7q0qrOIMpY,1
85,0.688,0.282,122.983,0.0379,0.00209,0.0541,0.818,259507,-7.083,0.971,2qONptRzQM0D3BGOgAsapI,1
86,0.791,0.321,133.042,0.048,0.0392,0.0,0.654,199526,-6.243,0.603,04MNyOQZDvLsW2gjAm9q2L,1
87,0.628,0.181,121.793,0.0328,0.0871,0.0,0.794,159119,-4.321,0.935,7BL33HmuFQien4olebugdj,1
88,0.924,0.084,100.045,0.146,0.0841,3.59e-06,0.631,192280,-5.589,0.755,213x4gsFDm04hSqIUkg88w,1
89,0.868,0.442,184.348,0.048,0.0962,0.000322,0.59,230640,-5.832,0.798,1ot6jEe4w4hYnsOPjd3xKQ,1
90,0.832,0.183,112.007,0.0291,0.0881,0.0674,0.692,165810,-4.414,0.858,4S46FETQcxhXROubIV11M3,1
91,0.641,0.0601,120.745,0.0289,0.13,0.000218,0.699,187213,-7.564,0.728,6pxWv6GV35VGmcPf5dh6CH,1
92,0.887,0.275,142.014,0.0424,0.0231,0.0,0.689,205027,-4.27,0.937,0Me1AKVY2wzxOKLMiaAtNy,1
93,0.873,0.112,123.181,0.0475,0.141,0.0571,0.782,252933,-7.157,0.858,0KxTWgl64TNOQXiGFJYc6t,1
94,0.847,0.25,173.914,0.0348,5.12e-06,0.0208,0.323,98400,-4.716,0.859,1Q8reqCOXg2yqNr47HGo9X,1
95,0.765,0.0936,114.044,0.0993,0.0112,0.0,0.746,199054,-4.41,0.737,4saklk6nie3yiGePpBwUoc,1
96,0.923,0.149,96.043,0.0691,0.00892,0.0,0.613,166920,-5.234,0.669,2kiJ5lZQZusgWwpqA7z2i1,1
97,0.862,0.303,122.98,0.126,0.0076,0.000132,0.824,169153,-3.424,0.801,4cG7HUWYHBV6R6tHn1gxrl,1
98,0.684,0.685,161.167,0.0797,0.652,0.0,0.516,131160,-5.659,0.84,0BbA7S30mOQB94e4IBnqCt,1
99,0.881,0.074,118.237,0.0758,0.134,0.00952,0.636,133467,-5.376,0.845,7BXToqZFtclAj6mshYWena,1
